Rk.,,Batter,,Pitcher,PA,Inning,Result,EV,LA,Dist,Bat_speed,Pitch_velo,xBA,numParks
23,,Colton Cowser,,Eduard Bazardo,42,6,Home Run,101.4,28,374,74.8,94.8,.630,15/30
24,,Ben Williamson,,Tomoyuki Sugano,41,5,Lineout,77.5,12,151,71.9,83.1,.350,
25,,Cole Young,,Tomoyuki Sugano,40,5,Groundout,80.1,-13,7,66.5,88.7,.070,
26,,Leody Taveras,,Tomoyuki Sugano,39,5,Lineout,100.5,21,345,71.5,92.1,.420,0/30
27,,Ramón Urías,,George Kirby,38,5,Lineout,102.7,6,111,68.4,95.6,.650,
28,,Ryan O'Hearn,,George Kirby,37,5,Single,96.8,9,138,67.0,96.3,.560,
29,,Gunnar Henderson,,George Kirby,36,5,Single,104.3,-5,17,⚡80.1,84.7,.400,
30,,Adley Rutschman,,George Kirby,35,5,Single,97.1,-17,7,70.4,87.3,.140,
31,,Dylan Carlson,,George Kirby,33,5,Flyout,87.5,46,263,66.3,95.5,.000,
32,,Rowdy Tellez,,Tomoyuki Sugano,32,4,Groundout,86.8,-25,5,73.4,88.5,.070,
33,,Cal Raleigh,,Tomoyuki Sugano,30,4,Flyout,90.6,23,328,70.2,88.4,.180,0/30
34,,Julio Rodríguez,,Tomoyuki Sugano,29,4,Single,75.9,-48,3,⚡75.5,93.0,.190,
35,,Heston Kjerstad,,George Kirby,28,4,Lineout,81.2,29,266,72.3,96.2,.100,
36,,Coby Mayo,,George Kirby,27,4,Flyout,98.8,43,311,74.3,96.6,.050,0/30
37,,Colton Cowser,,George Kirby,26,4,Groundout,94.2,-15,14,73.7,96.1,.160,
38,,Jorge Polanco,,Tomoyuki Sugano,25,3,GIDP,95.9,1,51,73.8,87.7,.390,
39,,J.P. Crawford,,Tomoyuki Sugano,24,3,Single,87.2,18,249,69.8,79.7,.850,
40,,Ben Williamson,,Tomoyuki Sugano,23,3,Flyout,86.5,37,287,74.1,84.7,.010,
41,,Ramón Urías,,George Kirby,22,3,GIDP,102.1,-24,6,70.1,95.4,.130,
42,,Gunnar Henderson,,George Kirby,20,3,Groundout,97.4,-17,11,⚡78.7,96.3,.170,
43,,Cole Young,,Tomoyuki Sugano,19,2,Groundout,66.6,-42,4,⚡78.9,86.7,.150,
44,,Rowdy Tellez,,Tomoyuki Sugano,17,2,Home Run,108.6,26,404,⚡78.0,79.4,.980,30/30
45,,Randy Arozarena,,Tomoyuki Sugano,16,2,Groundout,107.0,7,129,69.3,93.5,.650,
46,,Dylan Carlson,,George Kirby,12,2,Single,89.6,7,154,64.4,97.7,.450,
47,,Heston Kjerstad,,George Kirby,11,2,Single,79.0,17,210,64.8,96.7,.970,
48,,Coby Mayo,,George Kirby,10,2,Groundout,53.6,-17,11,68.4,96.2,.090,
49,,Julio Rodríguez,,Tomoyuki Sugano,9,1,Groundout,89.8,4,78,72.9,82.2,.390,
50,,Jorge Polanco,,Tomoyuki Sugano,8,1,Groundout,98.0,7,117,73.4,77.5,.600,
51,,J.P. Crawford,,Tomoyuki Sugano,7,1,Lineout,97.3,17,342,71.7,86.6,.530,0/30
52,,Colton Cowser,,George Kirby,6,1,Flyout,101.8,49,284,⚡80.2,96.0,.020,
53,,Ramón Urías,,George Kirby,5,1,Sac Fly,77.4,34,254,68.9,96.7,.120,
54,,Ryan O'Hearn,,George Kirby,4,1,Single,86.0,8,110,74.5,87.5,.430,
55,,Gunnar Henderson,,George Kirby,3,1,Single,72.0,4,61,⚡76.7,87.2,.180,
56,,Adley Rutschman,,George Kirby,2,1,Single,84.7,10,183,64.1,85.1,.480,
57,,Jackson Holliday,,George Kirby,1,1,Groundout,104.7,-2,37,73.5,84.7,.430,
1,,Jung Hoo Lee,,Jeremiah Estrada,83,10,Groundout,82.8,9,138,62.8,97.7,.410,
2,,Heliot Ramos,,Jeremiah Estrada,82,10,Groundout,87.1,3,64,⚡79.0,87.6,.430,
3,,Casey Schmitt,,Jeremiah Estrada,81,10,Sac Bunt,33.7,-61,1,,95.6,.260,
4,,Elias Díaz,,Spencer Bivens,80,10,Groundout,93.6,-20,8,70.3,77.5,.110,
5,,Brandon Lockridge,,Spencer Bivens,79,10,Single,50.2,-36,4,55.5,93.7,.210,
6,,Jake Cronenworth,,Spencer Bivens,78,10,Single,85.7,9,109,70.4,92.0,.460,
7,,Xander Bogaerts,,Spencer Bivens,77,10,Groundout,90.7,-11,17,73.4,95.3,.170,
8,,Gavin Sheets,,Spencer Bivens,76,10,Pop Out,59.4,62,113,59.7,79.4,.000,
9,,Patrick Bailey,,Yuki Matsui,75,9,Flyout,78.8,40,255,⚡77.2,94.0,.040,
10,,Tyler Fitzgerald,,Yuki Matsui,74,9,Lineout,91.0,22,290,68.0,84.2,.210,
11,,Mike Yastrzemski,,Yuki Matsui,73,9,Flyout,86.0,54,231,⚡76.6,92.1,.020,
12,,Manny Machado,,Camilo Doval,71,9,Single,77.3,20,226,70.5,90.7,.980,
13,,Brandon Lockridge,,Camilo Doval,67,9,Single,94.9,5,95,⚡76.4,89.3,.460,
14,,Jake Cronenworth,,Camilo Doval,66,9,Groundout,88.8,-22,6,70.4,98.8,.130,
15,,Willy Adames,,Sean Reynolds,65,8,Groundout,83.9,3,63,66.0,96.4,.330,
16,,Matt Chapman,,Sean Reynolds,64,8,Flyout,93.8,31,310,⚡77.8,94.5,.180,0/30
17,,Wilmer Flores,,Sean Reynolds,63,8,Groundout,100.4,-16,6,69.0,92.6,.130,
18,,Xander Bogaerts,,Tyler Rogers,62,8,Groundout,71.2,-13,12,62.5,84.7,.050,
19,,Gavin Sheets,,Tyler Rogers,61,8,GIDP,99.1,-19,5,70.2,83.7,.150,
20,,Jackson Merrill,,Tyler Rogers,60,8,Single,74.7,10,107,59.4,83.6,.300,
21,,Manny Machado,,Tyler Rogers,59,8,Single,104.7,1,71,71.1,83.6,.500,
22,,Jung Hoo Lee,,Sean Reynolds,58,7,Flyout,89.0,52,257,72.2,95.5,.010,
23,,Heliot Ramos,,Sean Reynolds,57,7,Flyout,91.7,53,232,71.2,85.4,.000,
24,,Casey Schmitt,,Sean Reynolds,56,7,Lineout,98.4,16,282,62.4,94.9,.630,
25,,Luis Arraez,,Erik Miller,54,7,Groundout,80.7,4,84,52.4,98.5,.270,
26,,Jerar Encarnacion,,Sean Reynolds,47,6,Field Error,65.9,-28,5,70.8,87.0,.040,
27,,Willy Adames,,Sean Reynolds,46,6,Groundout,83.5,10,124,69.8,95.9,.450,
28,,Gavin Sheets,,Landen Roupp,44,6,Groundout,57.2,-72,3,⚡77.0,85.5,.180,
29,,Manny Machado,,Landen Roupp,42,6,Single,93.0,,41,73.5,84.2,.350,
30,,Luis Arraez,,Landen Roupp,41,6,Groundout,82.1,-14,8,66.3,74.6,.080,
31,,Wilmer Flores,,Ryan Bergert,40,5,Flyout,86.0,28,318,63.9,85.2,.080,0/30
32,,Jung Hoo Lee,,Ryan Bergert,39,5,Flyout,83.4,47,243,73.7,83.8,.010,
33,,Heliot Ramos,,Ryan Bergert,38,5,Lineout,97.6,20,312,⚡77.0,92.8,.300,0/30
34,,Casey Schmitt,,Ryan Bergert,37,5,Single,97.7,15,226,73.5,91.5,.790,
35,,Fernando Tatis Jr.,,Landen Roupp,36,5,Groundout,90.0,-16,9,69.8,85.8,.160,
36,,Tyler Wade,,Landen Roupp,34,5,Flyout,92.2,35,340,65.2,75.6,.060,0/30
37,,Patrick Bailey,,Ryan Bergert,33,4,Pop Out,82.7,78,69,71.7,83.0,.010,
38,,Tyler Fitzgerald,,Ryan Bergert,32,4,Single,83.3,-4,27,68.8,86.7,.200,
39,,Jerar Encarnacion,,Ryan Bergert,31,4,Groundout,79.4,-13,13,⚡77.8,92.5,.050,
40,,Willy Adames,,Ryan Bergert,30,4,Flyout,91.5,53,260,73.3,84.3,.000,
41,,Xander Bogaerts,,Landen Roupp,28,4,Flyout,93.8,26,336,74.1,92.4,.170,0/30
42,,Manny Machado,,Landen Roupp,25,4,Single,108.3,-1,44,⚡77.3,85.7,.530,
43,,Matt Chapman,,Ryan Bergert,24,3,Double,83.4,18,257,⚡76.4,86.4,.960,
44,,Wilmer Flores,,Ryan Bergert,23,3,Single,99.1,2,75,,94.6,.480,
45,,Jung Hoo Lee,,Ryan Bergert,22,3,Groundout,93.2,-4,27,68.9,93.4,.260,
46,,Heliot Ramos,,Ryan Bergert,21,3,Home Run,106.5,28,421,⚡76.9,84.5,.930,28/30
47,,Patrick Bailey,,Ryan Bergert,19,3,Double,103.0,38,371,72.4,93.8,.390,25/30
48,,Luis Arraez,,Landen Roupp,18,3,Double Play,79.9,7,106,56.8,85.6,.310,
49,,Fernando Tatis Jr.,,Landen Roupp,17,3,Single,86.4,24,261,72.1,91.4,.180,
50,,Martín Maldonado,,Landen Roupp,16,3,Flyout,80.6,41,279,⚡75.0,76.4,.020,
51,,Tyler Fitzgerald,,Ryan Bergert,15,2,Groundout,72.5,10,111,67.1,86.9,.280,
52,,Jerar Encarnacion,,Ryan Bergert,14,2,GIDP,70.9,-23,9,⚡77.6,85.6,.040,
53,,Tyler Wade,,Landen Roupp,11,2,Forceout,82.3,-1,39,59.3,75.8,.190,
54,,Jake Cronenworth,,Landen Roupp,10,2,Lineout,99.0,17,337,69.0,92.8,.480,0/30
55,,Xander Bogaerts,,Landen Roupp,9,2,Single,57.7,-61,3,69.7,93.6,.300,
56,,Gavin Sheets,,Landen Roupp,8,2,Flyout,97.9,25,376,⚡76.1,86.7,.400,0/30
57,,Jung Hoo Lee,,Ryan Bergert,6,1,Flyout,89.2,31,314,62.4,95.6,.070,0/30
58,,Heliot Ramos,,Ryan Bergert,5,1,Flyout,86.3,31,327,⚡77.0,84.4,.040,0/30
59,,Jackson Merrill,,Landen Roupp,4,1,Lineout,106.9,18,367,73.4,90.0,.630,0/30
60,,Luis Arraez,,Landen Roupp,2,1,Lineout,82.0,9,128,64.5,76.6,.430,
61,,Fernando Tatis Jr.,,Landen Roupp,1,1,Lineout,111.1,14,329,73.0,93.3,.730,0/30
1,,Royce Lewis,,Elvis Alvarado,78,9,Flyout,101.9,23,391,⚡78.9,95.1,.620,0/30
2,,Max Schuemann,,Jorge Alcala,76,8,Groundout,94.6,-56,2,67.5,97.1,.240,
3,,JJ Bleday,,Jorge Alcala,74,8,Pop Out,82.6,86,50,⚡76.4,88.9,.000,
4,,Ty France,,Elvis Alvarado,73,8,Groundout,79.7,3,70,66.4,97.6,.170,
5,,Carlos Correa,,Elvis Alvarado,71,8,Groundout,92.0,-18,7,⚡80.8,87.2,.090,
6,,Trevor Larnach,,Elvis Alvarado,70,8,Single,98.6,13,258,⚡75.6,96.8,.940,
7,,Ryan Jeffers,,Elvis Alvarado,69,8,Double,76.7,27,252,⚡78.2,96.4,.430,
8,,Shea Langeliers,,Justin Topa,68,7,Groundout,106.5,-2,40,⚡75.0,94.4,.430,
9,,Tyler Soderstrom,,Justin Topa,67,7,Groundout,89.3,-37,3,⚡77.1,86.7,.060,
10,,Lawrence Butler,,Justin Topa,65,7,Double,90.6,-1,37,71.7,93.9,.290,
11,,Harrison Bader,,Tyler Ferguson,63,7,Lineout,55.7,22,138,66.9,93.5,.240,
12,,Royce Lewis,,Tyler Ferguson,62,7,Double,100.0,28,392,68.0,82.7,.570,16/30
13,,Ty France,,Tyler Ferguson,60,7,Single,92.7,9,174,74.0,91.6,.610,
14,,Trevor Larnach,,Osvaldo Bido,57,7,Single,108.4,4,92,73.4,93.7,.570,
15,,Logan Davidson,,Cole Sands,55,6,Single,89.4,15,237,68.5,89.0,.990,
16,,Luis Urías,,Cole Sands,53,6,Groundout,89.3,-1,40,69.1,95.7,.300,
17,,JJ Bleday,,Cole Sands,52,6,Groundout,75.0,-25,6,70.8,88.2,.040,
18,,Shea Langeliers,,Cole Sands,51,6,Double,108.2,15,322,73.0,95.0,.680,0/30
19,,Ryan Jeffers,,Osvaldo Bido,50,6,Groundout,79.3,-49,2,72.3,95.9,.140,
20,,Byron Buxton,,Osvaldo Bido,49,6,Single,96.3,10,188,71.0,84.5,.690,
21,,Brooks Lee,,Jacob Lopez,46,6,Single,31.4,-23,8,67.0,78.4,.270,
22,,Ty France,,Jacob Lopez,45,6,Flyout,94.8,46,300,69.9,86.1,.010,0/30
23,,Willi Castro,,Jacob Lopez,44,6,Home Run,105.1,21,381,⚡87.1,88.4,.740,29/30
24,,Trevor Larnach,,Jacob Lopez,42,6,Home Run,107.2,22,432,⚡75.3,89.0,1.000,30/30
25,,Tyler Soderstrom,,Pablo López,41,5,Groundout,95.4,-18,7,⚡77.0,80.7,.110,
26,,Lawrence Butler,,Pablo López,39,5,Groundout,78.8,1,41,⚡78.8,88.3,.170,
27,,Denzel Clarke,,Pablo López,38,5,Groundout,92.5,6,104,74.3,92.8,.460,
28,,Luis Urías,,Pablo López,32,4,Flyout,92.1,37,361,72.8,92.4,.030,0/30
29,,Brooks Lee,,Jacob Lopez,30,4,Lineout,88.0,19,310,64.6,79.7,.670,0/30
30,,Willi Castro,,Jacob Lopez,28,4,Home Run,105.7,24,395,74.8,89.8,.930,30/30
31,,JJ Bleday,,Pablo López,26,3,Flyout,91.0,41,310,74.7,87.6,.010,0/30
32,,Shea Langeliers,,Pablo López,25,3,Sac Fly,92.1,29,358,72.1,82.9,.110,0/30
33,,Tyler Soderstrom,,Pablo López,24,3,Triple,105.9,25,408,⚡77.1,87.4,.930,13/30
34,,Brent Rooker,,Pablo López,23,3,Groundout,53.0,6,49,40.4,81.7,.100,
35,,Trevor Larnach,,Jacob Lopez,22,3,Pop Out,93.2,63,193,⚡82.1,87.6,.010,
36,,Byron Buxton,,Jacob Lopez,20,3,Single,60.5,24,165,⚡80.0,89.9,.430,
37,,Lawrence Butler,,Pablo López,18,2,Groundout,106.7,,52,⚡79.6,85.2,.510,
38,,Denzel Clarke,,Pablo López,17,2,Double,108.1,4,107,⚡75.8,95.7,.570,
39,,Royce Lewis,,Jacob Lopez,14,2,Flyout,92.7,25,356,73.5,90.9,.150,0/30
40,,Ty France,,Grant Holman,12,2,Single,104.4,9,181,73.8,87.0,.760,
41,,Carlos Correa,,Grant Holman,10,2,Groundout,66.5,-26,9,71.9,85.7,.040,
42,,Luis Urías,,Pablo López,9,1,Flyout,93.1,23,328,66.8,86.3,.150,0/30
43,,Tyler Soderstrom,,Pablo López,6,1,Flyout,77.7,48,241,⚡76.6,84.7,.070,
44,,Brent Rooker,,Pablo López,5,1,Single,96.2,12,220,63.3,97.0,.950,
45,,Lawrence Butler,,Pablo López,4,1,Double,103.6,18,314,⚡75.6,94.8,.500,0/30
46,,Trevor Larnach,,Grant Holman,3,1,Flyout,95.5,30,378,73.1,87.1,.200,0/30
47,,Ryan Jeffers,,Grant Holman,2,1,Lineout,98.1,19,354,⚡78.5,94.2,.310,0/30
48,,Byron Buxton,,Grant Holman,1,1,Flyout,86.1,49,281,73.0,87.2,.010,
1,,Freddie Freeman,,José Buttó,80,10,Double,105.9,30,358,70.9,84.3,.880,10/30
2,,Mookie Betts,,José Buttó,79,10,Lineout,85.3,24,286,62.0,87.8,.210,
3,,Brandon Nimmo,,Tanner Scott,77,10,Groundout,93.0,-3,27,73.5,86.7,.300,
4,,Max Muncy,,Huascar Brazobán,71,9,Home Run,109.8,34,408,74.4,96.8,.940,30/30
5,,Luis Torrens,,Anthony Banda,70,9,Flyout,100.9,29,376,70.4,84.1,.630,0/30
6,,Francisco Lindor,,José Ureña,69,9,Lineout,83.2,26,300,71.7,95.7,.130,0/30
7,,Jeff McNeil,,José Ureña,68,9,Double,105.1,15,307,72.3,96.4,.670,0/30
8,,Francisco Alvarez,,José Ureña,67,9,Groundout,79.3,-44,3,73.5,95.3,.090,
9,,Teoscar Hernández,,Reed Garrett,65,8,Fielders Choice Out,70.4,-13,12,⚡80.2,90.3,.080,
10,,Mookie Betts,,Reed Garrett,63,8,Single,73.3,33,262,72.0,93.7,.360,
11,,Ronny Mauricio,,Alex Vesia,61,8,Pop Out,92.1,69,128,⚡80.3,84.9,.010,
12,,Tyrone Taylor,,Alex Vesia,60,8,Single,90.3,18,295,69.2,93.6,.610,
13,,Brandon Nimmo,,Alex Vesia,59,8,Pop Out,84.2,79,49,73.9,85.7,.010,
14,,Pete Alonso,,Ben Casparius,58,8,Groundout,91.4,5,80,⚡76.4,87.1,.470,
15,,Tommy Edman,,Brandon Waddell,57,7,Groundout,70.9,-23,8,⚡75.7,82.6,.050,
16,,Andy Pages,,Brandon Waddell,55,7,Groundout,63.8,-23,6,⚡76.8,87.0,.060,
17,,Max Muncy,,Brandon Waddell,54,7,Lineout,86.1,14,180,71.1,92.3,.910,
18,,Juan Soto,,Ben Casparius,53,7,Groundout,105.1,3,71,⚡77.1,85.0,.560,
19,,Will Smith,,Tylor Megill,50,6,Flyout,101.9,44,328,71.5,96.1,.070,0/30
20,,Freddie Freeman,,Tylor Megill,48,6,Groundout,104.4,-19,4,,89.0,.190,
21,,Jeff McNeil,,Ben Casparius,47,6,Flyout,83.2,31,274,71.5,96.2,.050,
22,,Francisco Alvarez,,Ben Casparius,46,6,Pop Out,92.7,69,195,74.4,87.8,.010,
23,,Ronny Mauricio,,Ben Casparius,45,6,Groundout,78.9,9,111,64.7,79.7,.360,
24,,Mookie Betts,,Tylor Megill,44,5,Lineout,88.8,19,273,65.9,95.3,.650,
25,,Tyrone Taylor,,Ben Casparius,41,5,Lineout,101.3,12,283,69.0,84.6,.950,
26,,Brandon Nimmo,,Clayton Kershaw,40,5,Single,86.6,-27,4,74.8,86.9,.070,
27,,Pete Alonso,,Clayton Kershaw,39,5,Double,112.7,13,273,⚡80.9,86.2,.810,
28,,Juan Soto,,Clayton Kershaw,38,5,Pop Out,94.2,65,153,⚡78.8,85.3,.000,
29,,Starling Marte,,Clayton Kershaw,37,5,Fielders Choice,97.0,-8,17,72.2,89.7,.250,
30,,Jeff McNeil,,Clayton Kershaw,35,5,Lineout,100.9,19,337,71.4,84.3,.360,0/30
31,,Andy Pages,,Tylor Megill,33,4,Double,96.1,5,135,71.4,95.7,.510,
32,,Will Smith,,Tylor Megill,31,4,Flyout,93.0,46,288,72.1,95.3,.010,
33,,Francisco Alvarez,,Clayton Kershaw,30,4,Groundout,100.9,-12,8,⚡78.4,85.5,.200,
34,,Tyrone Taylor,,Clayton Kershaw,28,4,Groundout,106.4,4,90,72.6,88.0,.590,
35,,Teoscar Hernández,,Tylor Megill,27,3,Lineout,98.7,18,294,64.8,96.6,.370,
36,,Freddie Freeman,,Tylor Megill,26,3,Pop Out,59.0,64,124,70.5,96.7,.000,
37,,Mookie Betts,,Tylor Megill,25,3,Flyout,96.3,46,291,71.0,81.2,.000,
38,,Brandon Nimmo,,Clayton Kershaw,24,3,Flyout,91.4,38,306,⚡76.4,89.8,.020,0/30
39,,Pete Alonso,,Clayton Kershaw,23,3,Groundout,90.5,-18,11,⚡77.9,86.4,.090,
40,,Juan Soto,,Clayton Kershaw,22,3,Home Run,102.1,31,397,⚡78.6,91.2,.660,30/30
41,,Starling Marte,,Clayton Kershaw,21,3,Groundout,72.7,-75,1,57.6,90.5,.290,
42,,Francisco Lindor,,Clayton Kershaw,20,3,Single,103.8,8,163,⚡77.1,86.8,.670,
43,,Shohei Ohtani,,Tylor Megill,19,2,Flyout,93.0,50,275,73.7,96.1,.010,
44,,Michael Conforto,,Tylor Megill,17,2,Groundout,81.8,-24,5,⚡83.0,81.1,.050,
45,,Jeff McNeil,,Clayton Kershaw,16,2,Flyout,91.4,29,319,69.1,91.1,.070,0/30
46,,Ronny Mauricio,,Clayton Kershaw,14,2,GIDP,99.9,-21,4,73.6,87.4,.140,
47,,Andy Pages,,Tylor Megill,12,1,Groundout,75.2,-27,3,63.6,79.9,.040,
48,,Max Muncy,,Tylor Megill,11,1,Home Run,108.3,30,407,⚡75.5,95.1,.970,30/30
49,,Will Smith,,Tylor Megill,10,1,Groundout,66.0,-50,3,62.9,81.8,.240,
50,,Freddie Freeman,,Tylor Megill,8,1,Double,92.7,10,150,65.8,88.5,.660,
51,,Mookie Betts,,Tylor Megill,7,1,Single,93.6,16,266,,97.6,.760,
52,,Pete Alonso,,Clayton Kershaw,4,1,Single,99.0,8,134,69.6,71.8,.630,
53,,Juan Soto,,Clayton Kershaw,3,1,Pop Out,78.8,83,50,68.4,90.2,.000,
54,,Starling Marte,,Clayton Kershaw,2,1,Single,102.9,6,138,69.2,72.2,.650,
55,,Francisco Lindor,,Clayton Kershaw,1,1,Flyout,95.9,47,309,64.4,89.0,.000,0/30
